ForeFlight Logbook Import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,Text,Text,YYYY,Text,Text,Text,Text,Text,Text,Boolean,Boolean,Boolean,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000367,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000368,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000369,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000370,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000371,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000372,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000373,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000374,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000375,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000376,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000377,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000378,YAK52,1,,Yakovlev,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000379,YAK52,1,,Yakovlev,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000380,M20J,1,,Mooney,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000381,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000382,P32R,1,,Piper,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000383,F132,2,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000384,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000385,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000386,F132,2,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000387,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000388,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000389,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000390,PA34,1,,Piper,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000391,PA34,1,,Piper,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000392,M20J,1,,Mooney,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000393,P28A,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000394,P32R,1,,Piper,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000395,PA44,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000396,P28A,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000397,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000398,P28A,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000399,C150,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000400,PA34,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000401,C72R,1,,,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000402,PA34,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000403,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000404,PA44,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000405,C177,1,,,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000406,P28A,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000407,PA38,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000408,P28A,1,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000409,PA44,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000410,M7,1,,Maule,,,5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000411,F121,2,,,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000412,P28R,1,,Piper,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000413,BE76,1,,,,,5,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000414,B200,2,,Beechcraft,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000415,F100,2,,Fokker,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000416,C172,1,,Cessna,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000417,A320,2,,Airbus,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000418,A320,2,,Airbus,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000419,A320,2,,Airbus,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000000-0000-0000-0000-000000000420,A320,2,,Airbus,,,5,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
